"displacement","displacementOffset","displacements","durSweep","gain","mode","postDurInSec","preDurInSec","protocol","ramptime","sampratein","samprateout","secondary_gain","stimDurInSec","Vm_id","trial","trialBlock","tags","rawname","datestr","idstr","fly","cell","genotype","timestamp","path"
0.2,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,1,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_1.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.4,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,2,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_2.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.8,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,3,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_3.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.2,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,4,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_4.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.4,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,5,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_5.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.8,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,6,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_6.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.2,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,7,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_7.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.4,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,8,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_8.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
0.8,5,0.2/0.4/0.8,2.3115,5,IClamp,1,0.4,PiezoBWCourtshipSong,0.04,40000,40000,5,0.91153,0,9,9,NaN,PiezoBWCourtshipSong_Raw_140218_F2_C2_9.mat,140218,140218_F2_C2,2,2,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F2_C2
