"displacement","displacementOffset","displacements","durSweep","freqEnd","freqStart","gain","mode","postDurInSec","preDurInSec","protocol","ramptime","sampratein","samprateout","secondary_gain","stimDurInSec","Vm_id","trial","trialBlock","tags","rawname","datestr","idstr","fly","cell","genotype","timestamp","path"
0.1,5,0.1,11,800,25,5,IClamp,0.5,0.5,PiezoChirp,0.04,50000,50000,5,10,0,1,5,NaN,PiezoChirp_Raw_140218_F3_C1_1.mat,140218,140218_F3_C1,3,1,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F3_C1
0.1,5,0.1,11,800,25,5,IClamp,0.5,0.5,PiezoChirp,0.04,50000,50000,5,10,0,2,5,NaN,PiezoChirp_Raw_140218_F3_C1_2.mat,140218,140218_F3_C1,3,1,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F3_C1
0.1,5,0.1,11,800,25,5,IClamp,0.5,0.5,PiezoChirp,0.04,50000,50000,5,10,0,3,5,NaN,PiezoChirp_Raw_140218_F3_C1_3.mat,140218,140218_F3_C1,3,1,GH86-Gal4/+;pJFRC7/+;VT34811/+,01-May-2014 21:03:19,/Users/tony/Code/ParametersDB/140218/140218_F3_C1
